Category,Symptom
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Need to Change the VS code Community edition 2022
IT Support / Desktop Support / Internet / VPN not connecting,Unable to Connect to VPN – Assistance Required
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,im unable to access figma links
IT Support / Desktop Support / Laptop / Display,"Need to install RSA, Cisco anyconnect secure mobility client"
IT Support / Desktop Support / Software Issue,Need to change the configuration of vs community edition installer
IT Support / Desktop Support / Internet / VPN not connecting,Fortitoken Activation Required
IT Support / Desktop Support / Software Issue,SSMS not getting installed from approved s/w list
IT Support / Desktop Support / Software Issue,URGENT - Adding client id t outlook
IT Support / Desktop Support / Internet / VPN not connecting,Forti Client Enablement
IT Support / Desktop Support / Software Issue,Talend Software Installation
IT Support / Desktop Support / Software Issue,Not able to login using SSO
IT Support / Desktop Support / Software Issue,Request for Screen Recording Software Installation
IT Support / Desktop Support / Internet / VPN not connecting,"Unable to connect to FortiClient VPN, Account was suspended"
IT Support / Desktop Support / Software Issue,download files issue
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / User Profile / Account Lockout,Unable to login
IT Support / Desktop Support / Software Issue,Reminder to Accept Asset
IT Support / Desktop Support / Software Issue,Needs to install software
IT Support / Desktop Support / Internet / VPN not connecting,Unable to connect Forticlinet
IT Support / Desktop Support / Software Issue,Project dependency software installation
IT Support / Desktop Support / User Profile / Password Expired,Unable to set new password
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / Laptop Battery Drain,Charging Port is damaged and its not getting charged.
IT Support / Desktop Support / Laptop / Power-On Issue,Laptop is not starting
IT Support / Desktop Support / Software Issue,Request for Assistance with Software Installation
IT Support / Desktop Support / User Profile / Account Lockout,Requesting correct mapping of reporting manager.
IT Support / Desktop Support / Software Issue,Unable to connect to client citrix-URGENT
IT Support / Desktop Support / Software Issue,Need PDF editor
IT Support / Desktop Support / Software Issue,System Performance Issues When Connected to FortiClient VPN
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / O365 Issue / Outlook Issue,Outlook Not working/Outlook fails to open with OUT of Memory error/Outlook not working/My Mailbox is full/Email is not accessible
IT Support / Desktop Support / Laptop / System Performance,"The system getting struct frequently. Not able to open apps from down taskbar, keep locking and unlicking the laptop for temporary fix, and when I open vs code getting error keep reinstalling to fix the issue."
IT Support / Desktop Support / Software Issue,Software Installation Approval
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,MS SQL Server management studio is failing installation from Self Service Portal
IT Support / Desktop Support / Software Issue,python 3.11
IT Support / Desktop Support / Software Issue,Unable to connect to Forticlient
IT Support / Desktop Support / Software Issue,"forticlient , manage engine and self service needs to be installed in my system on urgent basis. ."
IT Support / Desktop Support / User Profile / Password Expired,Forgot password
IT Support / Desktop Support / Mouse / Mouse Issue,Mouse not working
IT Support / Desktop Support / Software Issue,Software Installation
IT Support / Desktop Support / Software Issue,IM15373 - Feedback Required
IT Support / Desktop Support / Software Issue,IM15171 - Incident Resolved
IT Support / Desktop Support / Laptop / System Performance,Setting up backup laptop
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Internet / VPN not connecting,Not Able to connect to vpn
IT Support / Desktop Support / Software Issue,Software Installation
IT Support / Desktop Support / Software Issue,Laptop Configuration
IT Support / Desktop Support / Software Issue,Citrix not able to connect
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Unable to connect to WIFI/My Laptop is unable to connect the Wireless network through bluetooth devices
IT Support / Desktop Support / Software Issue,Software installation Python & Notepad++
IT Support / Desktop Support / Software Issue,need to install Tableau public in system
IT Support / Desktop Support / Software Issue,Request for Additional screen
IT Support / Desktop Support / User Profile / Account Lockout,Frequent Account Lockout Issues
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Internet / VPN not connecting,not able to connect VPN after entering fortitoken i am getting below screen
IT Support / Desktop Support / Software Issue,vs code not working
IT Support / Desktop Support / User Profile / Account Lockout,My laptop is getting locked again and again when i am putting the laptop in sleep
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Software Issue,Device complaince error after changing the laptop
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / User Profile / Password Expired,Unable to connect to Wifi
IT Support / Desktop Support / User Profile / Account Lockout,Frequent Account Lockout Issues
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Software Issue,Facing issues after recent windows re-installation
IT Support / Desktop Support / Software Issue,unable to open sticky note
IT Support / Desktop Support / Software Issue,downgrade my existing python version
IT Support / Desktop Support / Laptop / System Performance,Facing some performance lag with my laptop
IT Support / Desktop Support / Laptop / System Boot-up,"Getting ""The Referenced account is currently locked out and may not be logged on to"" error message while trying to login into the system"
IT Support / Desktop Support / User Profile / Account Lockout,Frequent account log out
IT Support / Desktop Support / Internet / VPN not connecting,Since Tue/Wed I have been unable to join Tredence_TATA
IT Support / Desktop Support / Software Issue,I am moving to a new phone and need to move forticlient token to it. How can I do this transfer?
IT Support / Desktop Support / Software Issue,need to configure the MS Authenticator app
IT Support / Desktop Support / Internet / VPN not connecting,Not able to connect to FortiClient
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,Unable to connect to Tredence Canada WiFI
IT Support / Desktop Support / Software Issue,Unable to access client Webex
IT Support / Desktop Support / User Profile / Password Expired,Cannot connect to office wifi or vpn need to reset password.
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN Connection Issue | Permission Denied
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Install Visual C++ Build Tools
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Software Issue,Allocation-TransID#6609/FIXED/AssetID#3969 - Asset Allocation Mail Alert - Location: Bangalore-India\Prestige Tech Park IV - Store
IT Support / Desktop Support / Software Issue,Need to install VMWARE Horizon client app in my laptop
IT Support / Desktop Support / Software Issue,"Could you please install SSIS, SSMS and visual studio in to my system"
